ID,Type,Name,Jursidiction,Region,Cluster,Jurisdiction Groups,Year Start,Year End,Name Status,Name Change Year,Number of name changes,Additional types,Central node,Note,Source,Source 2,Source 3,Longitude,Latitude
358,Investor,Aurora S.p.A. > RCS Group,Italy,Europe and Eurasia,RCS Labs,Italy,2015,2023,Changed,2023,1,,RCS ETM Sicurezza S.p.A.,Aurroa S.p.A is the parent company of RCS S.p.A,https://www.cy4gate.com/assets/Uploads/Consolidated-Financial-Statement-CY4Gate-Group-30.6.2022-ENG-Courtesy-copy.pdf,,,12.4823,41.8955
360,Investor,Società Elettronica S.p.A.,Italy,Europe and Eurasia,RCS Labs,Italy,2022,2022,Unchanged,,,,RCS ETM Sicurezza S.p.A.,Parent company of Cy4Gate,https://www.cy4gate.com/assets/Uploads/Consolidated-Financial-Statement-CY4Gate-Group-30.6.2022-ENG-Courtesy-copy.pdf,,,12.4823,41.8955
361,Investor,Cy4Gate,Italy,Europe and Eurasia,RCS Labs,Italy,2022,2023,Unchanged,,,,RCS ETM Sicurezza S.p.A.,Cy4Gate aquires Aurora Group,https://www.cy4gate.com/assets/Uploads/Consolidated-Financial-Statement-CY4Gate-Group-30.6.2022-ENG-Courtesy-copy.pdf,https://cybernews.com/news/italian-firm-accused-of-running-pegasus-style-spyware/,https://www.cy4gate.com/assets/Uploads/CS-CY4-Comunicato-stampa-rumors-def-EN.pdf,12.4823,41.8955
362,Holding Company,TEC Cyber,Italy,Europe and Eurasia,RCS Labs,Italy,2022,2022,Unchanged,,,,RCS ETM Sicurezza S.p.A.,TEC Cyber created by The Equity Club (TEC) to fund this acquisition. TEC is Italian investment firm.,https://www.cy4gate.com/assets/Uploads/Consolidated-Financial-Statement-CY4Gate-Group-30.6.2022-ENG-Courtesy-copy.pdf,,,12.4823,41.8955
363,Investor,The Equity Club (TEC),Italy,Europe and Eurasia,RCS Labs,Italy,2022,2022,Unchanged,,,,RCS ETM Sicurezza S.p.A.,"Italian investment firm founded in 2017 backing Elettronica for this acquisition, and created TEC Cyber for the acquisition",https://www.cy4gate.com/assets/Uploads/Consolidated-Financial-Statement-CY4Gate-Group-30.6.2022-ENG-Courtesy-copy.pdf,,,12.4823,41.8955
364,Supplier,BlueOcean Technologies Ltd,Israel,Middle East and North Africa,Blue Ocean Technologies,Israel,2015,2023,Unchanged,,,,BlueOcean Technologies Ltd,Blue Ocean Technologies incorporated on 3/18/2015; Blue Ocean sells vulnerability research and exploits ,https://opencorporates.com/companies/il/515223196,https://en.globes.co.il/en/article-israeli-cyberattack-co-blue-ocean-serves-east-asian-govt-1001446311,"https://www.northdata.com/Blueocean+Technologies+Ltd.,+Petah+Tikva/ICA-515223196",35.2035,31.7717
365,Individual,Emanuele Galtieri  ,,,RCS Labs,Italy,2022,2023,Unchanged,,,,RCS ETM Sicurezza S.p.A.,CEO of Cy4Gate; Cy4Gate acquired 100% of share capital of Aurora (parent company of RCS Labs) on 3/29/22; CY4Gate was established in 2014 by Elettronica Group and Expert System as a jointly owned venture. Subsidiary = Subsidiary of Elettronica. ,https://www.cy4gate.com/assets/Uploads/Consolidated-Financial-Statement-CY4Gate-Group-30.6.2022-ENG-Courtesy-copy.pdf,https://storage.googleapis.com/gweb-uniblog-publish-prod/documents/Buying_Spying_-_Insights_into_Commercial_Surveillance_Vendors_-_TAG_report.pdf,https://www.startmag.it/innovazione/google-rcs-lab-elettronica/,,
366,Individual,Domitilla Benigni,,,RCS Labs,Italy,2022,2023,Unchanged,,,,RCS ETM Sicurezza S.p.A.,Chariman at Cy4Gate; Cy4Gate acquired 100% of share capital of Aurora (parent company of RCS Labs) on 3/29/22; CY4Gate was established in 2014 by Elettronica Group and Expert System as a jointly owned venture. Subsidiary = Subsidiary of Elettronica. ,https://www.cy4gate.com/assets/Uploads/Consolidated-Financial-Statement-CY4Gate-Group-30.6.2022-ENG-Courtesy-copy.pdf,https://storage.googleapis.com/gweb-uniblog-publish-prod/documents/Buying_Spying_-_Insights_into_Commercial_Surveillance_Vendors_-_TAG_report.pdf,https://www.startmag.it/innovazione/google-rcs-lab-elettronica/,,
367,Investor,Simon Thewes,,,RCS Labs,Italy,2015,2019,Unchanged,,,,RCS ETM Sicurezza S.p.A.,Listed as owning 30% stake in RCS LAB GMBH (Germany); Managing Director of RCS LAB GMBH,https://www.northdata.com/Simon+Thewes,https://www.handelsregister.de/rp_web/documents-dk.xhtml,,,
368,Individual,Roberto Ferraresi,,,RCS Labs,Italy,2022,2023,Unchanged,,,,RCS ETM Sicurezza S.p.A.,CEO of TEC Cyber; TEC Cyber created by The Equity Club (TEC) to fund this acquisition. TEC is Italian investment firm.,https://www.cy4gate.com/assets/Uploads/Consolidated-Financial-Statement-CY4Gate-Group-30.6.2022-ENG-Courtesy-copy.pdf,,,,
369,Individual,Rami Ben Efraim,,,Blue Ocean Technologies,Israel,2015,2023,Unchanged,,,,BlueOcean Technologies Ltd,Co-founder Blue Ocean Technologies,https://opencorporates.com/companies/il/515223196,https://en.globes.co.il/en/article-israeli-cyberattack-co-blue-ocean-serves-east-asian-govt-1001446311,"https://www.northdata.com/Blueocean+Technologies+Ltd.,+Petah+Tikva/ICA-515223196",,
370,Individual,Col. Ron Tira,,,Blue Ocean Technologies,Israel,2015,2023,Unchanged,,,,BlueOcean Technologies Ltd,Co-founder Blue Ocean Technologies,https://opencorporates.com/companies/il/515223196,https://en.globes.co.il/en/article-israeli-cyberattack-co-blue-ocean-serves-east-asian-govt-1001446311,"https://www.northdata.com/Blueocean+Technologies+Ltd.,+Petah+Tikva/ICA-515223196",,
371,Individual,Avi Rosen,,,Blue Ocean Technologies,Israel,2015,2023,Unchanged,,,,BlueOcean Technologies Ltd,CEO Blue Ocean Technologies,https://opencorporates.com/companies/il/515223196,https://en.globes.co.il/en/article-israeli-cyberattack-co-blue-ocean-serves-east-asian-govt-1001446311,"https://www.northdata.com/Blueocean+Technologies+Ltd.,+Petah+Tikva/ICA-515223196",,
372,Individual,Island Giora,,,Blue Ocean Technologies,Israel,2015,2023,Unchanged,,,,BlueOcean Technologies Ltd,Director of Blue Ocean Technologies,https://opencorporates.com/companies/il/515223196,https://en.globes.co.il/en/article-israeli-cyberattack-co-blue-ocean-serves-east-asian-govt-1001446311,"https://www.northdata.com/Blueocean+Technologies+Ltd.,+Petah+Tikva/ICA-515223196",,
373,Individual,David Brenner,,,Blue Ocean Technologies,Israel,2023,2023,Unchanged,,,,BlueOcean Technologies Ltd,Director of David Brenner Ltd. And Blue Ocean Technologies,https://en.checkid.co.il/company/BLUE+OCEAN+ENTERPRISES+LTD-2EaK3p9-515732139,,,,
374,Individual,Rosen Avraham Ze'ev,,,Blue Ocean Technologies,Israel,2023,2023,Unchanged,,,,BlueOcean Technologies Ltd,Director of Blue Ocean Technologies,https://opencorporates.com/companies/il/515223196,https://en.globes.co.il/en/article-israeli-cyberattack-co-blue-ocean-serves-east-asian-govt-1001446311,"https://www.northdata.com/Blueocean+Technologies+Ltd.,+Petah+Tikva/ICA-515223196",,
375,Investor,David Brenner Ltd.,Israel,Middle East and North Africa,Blue Ocean Technologies,Israel,2023,2023,Unchanged,,,,BlueOcean Technologies Ltd,Options holder,https://en.checkid.co.il/company/BLUE+OCEAN+ENTERPRISES+LTD-2EaK3p9-515732139,,,35.2035,31.7717
376,Investor,Lee and Rami Ben-Ephraim Ltd.,Israel,Middle East and North Africa,Blue Ocean Technologies,Israel,2023,2023,Unchanged,,,,BlueOcean Technologies Ltd,Options holder,https://en.checkid.co.il/company/BLUE+OCEAN+ENTERPRISES+LTD-2EaK3p9-515732140,,,35.2035,31.7717
377,Investor,Tira Enterprises Ltd.,Israel,Middle East and North Africa,Blue Ocean Technologies,Israel,2023,2023,Unchanged,,,,BlueOcean Technologies Ltd,Options holder of Blue Ocean Technologies,"https://en.checkid.co.il/company/BLUE+OCEAN+ENTERPRISES+LTD-2EaK3p9-515732141	",,,35.2035,31.7717
378,Vendor,Movia SPA,Italy,Europe and Eurasia,Movia,Italy,2002,2023,Unchanged,,,,Movia SPA,product: Spider,https://www.crunchbase.com/organization/movia,https://www.ufficiocamerale.it/5473/movia-spa,https://italianbusinessregister.it/en_US/company-detail?p_p_id=risultatiricercaimprese_WAR_ricercaPIportlet&p_p_lifecycle=0&p_p_state=normal&_risultatiricercaimprese_WAR_ricercaPIportlet_view=%2Frisultatiricercagratuita%2Fdettaglio_impresa.jsp&_risultatiricercaimprese_WAR_ricercaPIportlet_pageToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3MTQ3ODM5ODAsImNvdW50IjoyNTB9.4assl3SfdAOqiDsnxf13GQqr3xSd-j1xA2fU5wz-PCg,12.4823,41.8955
379,Subsidiary,BIOSS,Italy,Europe and Eurasia,Movia,Italy,2023,2023,Unchanged,,,,Movia SPA,cybersecurity subsidiary of Movia ,"https://www.intelligenceonline.com/surveillance--interception/2023/11/08/italian-cyber-intelligence-specialist-movia-goes-global,110085487-art",,,12.4823,41.8955
380,Individual,Luca Spina,,,Movia,Italy,2002,2023,Unchanged,,,,Movia SPA,Founder Movia SPA,https://www.crunchbase.com/organization/movia,https://www.ufficiocamerale.it/5473/movia-spa,https://lespresso.it/c/attualita/2022/8/9/una-ditta-di-intercettazioni-nelle-indagini-sul-sistema-montante/12796,,
381,Holding Company,Sistema Investimenti,Italy,Europe and Eurasia,Movia,Italy,2022,2022,Unchanged,,,,Movia SPA,owns 30% of the shares of Movia spa,https://lespresso.it/c/attualita/2022/8/9/una-ditta-di-intercettazioni-nelle-indagini-sul-sistema-montante/12796?utm_source=PDF&utm_medium=PDFART&utm_content=110135279&utm_campaign=ARTICLE-ITALIAN-CYBER-INTELLIGENCE-SPECIALIST-MOVIA-GOES_110135279,http://www.sistemainvestimenti.com/en/,,12.4823,41.8955
382,Individual,Individual,,,Movia,Italy,2022,2022,Unchanged,,,,Movia SPA,,https://lespresso.it/c/attualita/2022/8/9/una-ditta-di-intercettazioni-nelle-indagini-sul-sistema-montante/12796?utm_source=PDF&utm_medium=PDFART&utm_content=110135279&utm_campaign=ARTICLE-ITALIAN-CYBER-INTELLIGENCE-SPECIALIST-MOVIA-GOES_110135279,,,,
383,Individual,Antonio Ernesto Zangara,,,Movia,Italy,2022,2022,Unchanged,,,,Movia SPA,Owns 37% of Sistema Investimenti,https://lespresso.it/c/attualita/2022/8/9/una-ditta-di-intercettazioni-nelle-indagini-sul-sistema-montante/12796?utm_source=PDF&utm_medium=PDFART&utm_content=110135279&utm_campaign=ARTICLE-ITALIAN-CYBER-INTELLIGENCE-SPECIALIST-MOVIA-GOES_110135279,,,,
384,Vendor,InvaSys a.s.,Czech Republic,Europe and Eurasia,InvaSys a.s.,None,2017,2023,Unchanged,,,,InvaSys a.s.,"Company founded 3/15/2017 in Brno, CZ; InvaSys relies on partnerships with local universities for reserach and development; “The company InvaSys, a.s. relies on cooperation with universities in research and development. Since its inception, it has been a strategic industrial partner of the Faculty of Informatics of Masaryk University. Our employees (graduates of Ph.D. studies at FI MU) regularly give lectures in subjects specialized in information technology security. The company also supports active PhD. . students, offers long-term internships for students of bachelor's and master's study programs, participates in the management of final theses, and co-organizes the competition for the best bachelor's and diploma thesis in the field of IT security and applied cryptography.” Product called Kelpie. Invasys promotes an offensive cyber program, Kelpie, that has the ability to hack iPhones and Androids and access fully encrypted communication apps 
Company website claims it provides ""Zero-day technology for the inner circle""; Company mobile phone access solutions include: Tellus™, Luna™, Tungsten™, Maverick™, Spartac™, Kelpie™ and WitchCraft™ ",https://www.haaretz.com/israel-news/security-aviation/2023-12-08/ty-article/.premium/at-defense-and-arms-expo-israeli-cyber-is-out-but-surveillance-tech-in/0000018c-49da-db23-ad9f-69da26e10000,https://www.calameo.com/read/0040839443e7143441f8a,https://www.invasys.com/solutions/,14.4205,50.0878
385,Partner,YX Systems Kft.,Czech Republic,Europe and Eurasia,InvaSys a.s.,None,2021,2022,Unchanged,,,,InvaSys a.s.,Partner Company; Buys InvaSys products,https://or.justice.cz/ias/ui/vypis-sl-detail?dokument=79033927&subjektId=967334&spis=1068597,,,14.4205,50.0878
386,Partner,Adcudo Invest s.r.o.,Czech Republic,Europe and Eurasia,InvaSys a.s.,None,2021,2022,Unchanged,,,,InvaSys a.s.,Partner Company; Buys InvaSys products,https://or.justice.cz/ias/ui/vypis-sl-detail?dokument=79033927&subjektId=967334&spis=1068597,,,14.4205,50.0878
387,Individual,Kyrre Sletsjøe ,,,InvaSys a.s.,None,2017,2023,Unchanged,,,,InvaSys a.s.,"Founder of InvaSys, Company Executive ",https://or.justice.cz/ias/ui/vypis-sl-detail?dokument=47757423&subjektId=967334&spis=1068597,,,,
388,Individual,Euan John Macara,,,InvaSys a.s.,None,2017,2017,Unchanged,,,,InvaSys a.s.,Euan John Macara Statutory director from  3/15/2017 - 8/14/2017; Kyrre Sletsjoe took over as statutory director on 8/14/2017,https://or.justice.cz/ias/ui/rejstrik-firma.vysledky?subjektId=967334&typ=UPLNY,,,,
389,Individual,Martina Sletsjøe ,,,InvaSys a.s.,None,2020,2023,Unchanged,,,,InvaSys a.s.,Executive of Adcudo Invest S.r.o; InvaSys sells to Adcudo Invest,https://or.justice.cz/ias/ui/vypis-sl-detail?dokument=79033927&subjektId=967334&spis=1068597,,,,
390,Individual,Thomas Westby Jensen,,,InvaSys a.s.,None,2017,2017,Unchanged,,,,InvaSys a.s.,"Thomas Vestby Jensen listed as the sole owner of InvaSys from entered 3/15/2017 to  8/14/2017. 
Between 5/10/2017 and 8/14/2017 the company's sole shareholder (Thomas Westby Jensen) decided to increase the company's share capital by CZK 38,750,000, from CZK 2,000,000 to CZK 40,750,000. This increase involves subscribing to 155 new shares at CZK 250,000 per share, with no public offering",https://or.justice.cz/ias/ui/rejstrik-firma.vysledky?subjektId=967334&typ=UPLNY,,,,
391,Supplier,Operation Zero,Russia,Europe and Eurasia,Operation Zero,None,2021,2023,Unchanged,,,,Operation Zero,"Operation Zero is willing to pay $20m for critical exploits such as Remote Code Execution (RCE), Local Privilege Escalation (LPE) and Sandbox Escape (SBX) that form part of a complete chain attack",https://www.infosecurity-magazine.com/news/russian-firm-non-nato-mobile/,https://cybernews.com/news/opzero-zero-day-exploit-market-pricing-russia/,"https://www.intelligenceonline.com/surveillance--interception/2023/10/19/ex-suneris-s-caraes-at-chapsvision-nihon-cyber-defence-hires-habeshaw-operation-zero-opens-rd,110078421-art",37.6176,55.7558
392,Individual,Sergei Zelenyuk,,,Operation Zero,None,2021,2023,Unchanged,,,,Operation Zero,Founder of Operation Zero,https://cybernews.com/news/opzero-zero-day-exploit-market-pricing-russia/,https://egrul.nalog.ru/index.html?t=1708958261743,,,
393,Investor,Anonymous,Russia,Europe and Eurasia,Operation Zero,None,2021,2023,Unchanged,,,,Operation Zero,,,,,37.6176,55.7558
394,Supplier,Vupen Security S.A. > Zerodium LLC,France,Europe and Eurasia,Zerodium LLC,None,2012,2023,Changed,2016,1,,Vupen Security S.A. > Zerodium LLC,Zerodium LLC incorporated in Deleware; the company buys and sells zero-day exploits; per the company website Zerodium does not have any sales partners or resellers. Buyers must go directly through the company. Zerodium is thought to be built out of the former firm VUPEN Security which was also founded by Chaouki Bekrar.,https://www.crunchbase.com/organization/zerodium/people,https://opencorporates.com/companies/us_de/5811248,https://threatpost.com/vupen-launches-new-zero-day-acquisition-firm-zerodium/113933/,2.35097,48.8566
395,Supplier,Vista Incorporations Limited,United States,North America,Zerodium LLC,None,2015,2015,Unchanged,,,,Vupen Security S.A. > Zerodium LLC,Deleware company that incorporated Zerodium LLC,https://opencorporates.com/companies/us_de/5811248,https://icis.corp.delaware.gov/Ecorp/EntitySearch/NameSearch.aspx,,-77.032,38.8895
396,Individual,Chaouki Bekrar ,,,Zerodium LLC,None,2015,2023,Unchanged,,,,Vupen Security S.A. > Zerodium LLC,Zerodium LLC co-founder and CEO,https://www.crunchbase.com/organization/zerodium/people,https://opencorporates.com/companies/us_de/5811248,https://threatpost.com/vupen-launches-new-zero-day-acquisition-firm-zerodium/113933/,,
397,Individual,Isabelle Gorius ,,,Zerodium LLC,None,2015,2023,Unchanged,,,,Vupen Security S.A. > Zerodium LLC,Co-founder Zerodium LLC,https://www.crunchbase.com/organization/zerodium/people,https://opencorporates.com/companies/us_de/5811248,https://threatpost.com/vupen-launches-new-zero-day-acquisition-firm-zerodium/113933/,,
398,Investor,Gant & Partners,Belgium,Europe and Eurasia,Zerodium LLC,None,2009,2014,Unchanged,,,,Vupen Security S.A. > Zerodium LLC,"Belgium's Grant & Partners, which has had a stake in Vupen since 2009","https://www.intelligenceonline.com/due-diligence/2014/01/22/vupen-computer-attack-multinational,108004501-art",https://www.forbes.com/global/2012/0409/technology-hackers-security-government-zero-day-salesmen.html?sh=5eeabbd7b5a2,,4.36761,50.8371
399,Investor,360° Capital Partners (Italy),Italy,Europe and Eurasia,Zerodium LLC,None,2009,2014,Unchanged,,,,Vupen Security S.A. > Zerodium LLC,VC firm that held a 25% stake in Vupen  in 2009 ,"https://www.intelligenceonline.com/due-diligence/2014/01/22/vupen-computer-attack-multinational,108004501-art",https://www.cbinsights.com/company/vupen-security/financials,https://pitchbook.com/profiles/investor/10411-93#team,12.4823,41.8955
400,Investor,360° Capital Partners (France),France,Europe and Eurasia,Zerodium LLC,None,2009,2014,Unchanged,,,,Vupen Security S.A. > Zerodium LLC,VC firm that held a 25% stake in Vupen  in 2009 ,"https://www.intelligenceonline.com/due-diligence/2014/01/22/vupen-computer-attack-multinational,108004501-art",https://www.cbinsights.com/company/vupen-security/financials,https://pitchbook.com/profiles/investor/10411-93#team,2.35097,48.8566
401,Individual,Emanuele Levi,,,Zerodium LLC,None,2009,2014,Unchanged,,,,Vupen Security S.A. > Zerodium LLC,General Partner at 360° Capital Partners the VC firm that held a 25% stake in Vupen  in 2009 ,"https://www.intelligenceonline.com/due-diligence/2014/01/22/vupen-computer-attack-multinational,108004501-art",https://www.cbinsights.com/company/vupen-security/financials,https://pitchbook.com/profiles/investor/10411-93#team,,
402,Individual,Dominique Rencurel,,,Zerodium LLC,None,2009,2014,Unchanged,,,,Vupen Security S.A. > Zerodium LLC,General Partner at 360° Capital Partners the VC firm that held a 25% stake in Vupen  in 2009 ,"https://www.intelligenceonline.com/due-diligence/2014/01/22/vupen-computer-attack-multinational,108004501-art",https://www.cbinsights.com/company/vupen-security/financials,https://pitchbook.com/profiles/investor/10411-93#team,,
403,Individual,Cesare Maifredi,,,Zerodium LLC,None,2009,2014,Unchanged,,,,Vupen Security S.A. > Zerodium LLC,General Partner at 360° Capital Partners the VC firm that held a 25% stake in Vupen  in 2009 ,"https://www.intelligenceonline.com/due-diligence/2014/01/22/vupen-computer-attack-multinational,108004501-art",https://www.cbinsights.com/company/vupen-security/financials,https://pitchbook.com/profiles/investor/10411-93#team,,
404,Individual,Alexandre Mordacq,,,Zerodium LLC,None,2009,2014,Unchanged,,,,Vupen Security S.A. > Zerodium LLC,General Partner at 360° Capital Partners the VC firm that held a 25% stake in Vupen  in 2009 ,"https://www.intelligenceonline.com/due-diligence/2014/01/22/vupen-computer-attack-multinational,108004501-art",https://www.cbinsights.com/company/vupen-security/financials,https://pitchbook.com/profiles/investor/10411-93#team,,
405,Vendor,Negg Group S.R.L,Italy,Europe and Eurasia,Negg Group,Italy,2013,2023,Unchanged,,,,Negg Group S.R.L,"Spyware product: Skygofree. Skygofree has the ability to record audio surroundings via the microphone , stealing of WhatsApp messages, and force infected devices to connect to hacker controlled wi-fi networks",https://e-justice.europa.eu/brisCompanyDetails.do?correlationId=7b887b3b-751b-480d-b615-2e1de2d36240,https://italianbusinessregister.it/en_US/company-detail?p_p_id=risultatiricercaimprese_WAR_ricercaPIportlet&p_p_lifecycle=0&p_p_state=normal&_risultatiricercaimprese_WAR_ricercaPIportlet_view=%2Frisultatiricercagratuita%2Fdettaglio_impresa.jsp&_risultatiricercaimprese_WAR_ricercaPIportlet_pageToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3MDkxNDcwODMsImNvdW50IjoyNTB9.Y1eHYI29kTzHLB-bmNUs-GMQVVR0FedpIm9anDOoFs4,,12.4823,41.8955
406,Vendor,Negg International,Netherlands,Europe and Eurasia,Negg Group,Italy,2020,2022,Unchanged,,,,Negg Group S.R.L,"Company founded in the Netherlands (private limited liability company); "" Negg International, which is owned via various holdings by Negg's co-founders Francesco Taccone and Paolo Frascati."" ","https://www.intelligenceonline.com/surveillance--interception/2022/09/01/italian-intelligence-provider-negg-makes-entrance-at-iss-world-exhibition,109808500-art",https://opencorporates.com/companies/nl/80409644,,21.4361,42.0024
407,Individual,Francesco Taccone,,,Negg Group,Italy,2013,2023,Unchanged,,,,Negg Group S.R.L,Co-founder negg group,https://www.linkedin.com/in/francescotaccone/,https://www.crunchbase.com/organization/negg,"https://www.intelligenceonline.com/surveillance--interception/2022/09/01/italian-intelligence-provider-negg-makes-entrance-at-iss-world-exhibition,109808500-art",,
408,Investor,Italian Ministry of Economic Development and General Directorate for Business Incentives,Italy,Europe and Eurasia,Negg Group,Italy,2014,2014,Unchanged,,,,Negg Group S.R.L,Negg Group receives Digitization voucher from Italian government. Digitization vouchers are contributions made available by Italian chambers of Commerce and Ministry of Economic Development to support the digital transformation and technological innovation of Italian companies,https://www.mimit.gov.it/images/stories/normativa/Allegato_A_-_Calabria.pdf,https://digitalicsinnovation.com/en/voucher-digitalizzazione-2021-innovazione-aziendale/,,12.4823,41.8955
409,Individual,Paolo Frascati,,,Negg Group,Italy,2013,2023,Unchanged,,,,Negg Group S.R.L,Co-founder negg group,https://www.crunchbase.com/organization/negg,,"https://www.intelligenceonline.com/surveillance--interception/2022/09/01/italian-intelligence-provider-negg-makes-entrance-at-iss-world-exhibition,109808500-art",,
410,Supplier,Protect Electronic Systems LLC,United Arab Emirates,Middle East and North Africa,Protect Electronic Systems LLC,None,2016,2023,Unchanged,,,,Protect Electronic Systems LLC,Zero-day broker and provides offensive services (“new generation” penetration testing) ,https://clarifiedby.diligenciagroup.com/company/summary/3456214-Protect-Electronic-Systems-LLC/,"https://www.intelligenceonline.com/international-dealmaking/2019/05/27/abu-dhabi-s-protect-takes-over-darkmatter-s-cyber-offensive-role,108358798-art",https://storage.googleapis.com/gweb-uniblog-publish-prod/documents/Buying_Spying_-_Insights_into_Commercial_Surveillance_Vendors_-_TAG_report.pdf,54.3705,24.4764
411,Individual,Awad Al Shamsi  ,,,Protect Electronic Systems LLC,None,2016,2023,Unchanged,,,,Protect Electronic Systems LLC,Owner of Protect Electronic Systems LLC,"https://www.intelligenceonline.com/international-dealmaking/2019/05/27/abu-dhabi-s-protect-takes-over-darkmatter-s-cyber-offensive-role,108358798-art","https://www.intelligenceonline.com/surveillance--interception/2021/01/21/digital14-picks-up-darkmatter-s-key-activities-including-the-vulnerabilities-researcher-xen1thlabs,109636378-gra",,,
412,Investor,Edge Group,United Arab Emirates,Middle East and North Africa,Protect Electronic Systems LLC,None,2021,2021,Unchanged,,,,Protect Electronic Systems LLC,Protect Electronic Systems LLC allegedly aquired by Edge Group ,"https://www.intelligenceonline.com/surveillance--interception/2021/01/21/digital14-picks-up-darkmatter-s-key-activities-including-the-vulnerabilities-researcher-xen1thlabs,109636378-gra",,,54.3705,24.4764
413,Individual,Mansour Al Mulla  ,,,Protect Electronic Systems LLC,None,2016,2023,Unchanged,,,,Protect Electronic Systems LLC,Managing Director & Co-Chief Executive Officer,https://pitchbook.com/profiles/company/163653-31#team,,,,
414,Individual,Hamad Al Marar,,,Protect Electronic Systems LLC,None,2016,2023,Unchanged,,,,Protect Electronic Systems LLC,Managing Director & Co-Chief Executive Officer,https://pitchbook.com/profiles/company/163653-31#team,,,,
415,Supplier,Crowdfense Limited,United Arab Emirates,Middle East and North Africa,Crowdfense,None,2017,2023,Unchanged,,,,Crowdfense Limited,Zero day exploit broker; in 2018 Crowdfense launched a $10 millionbug bounty program to acquire and further develop active cyber-defense,https://www.prnewswire.com/news-releases/crowdfense-launches-10-million-bug-bounty-program-300635496.html,https://www.vice.com/en/article/pax987/crowdfense-offers-3-million-for-iphone-android-hacks,https://www.vice.com/en/article/kzyxpz/zero-day-shop-opens-the-floodgates-for-people-to-sell-exploits-to-governments,54.3705,24.4764
416,Individual,Andrea Zapparoli Manzoni ,,,Crowdfense,None,2017,2023,Unchanged,,,,Crowdfense Limited,CEO ,https://www.linkedin.com/in/azmanzoni/,"https://www.intelligenceonline.com/international-dealmaking/2018/05/16/emerging-sigint-powers-seek-own-cyber-bounty-hunters,108310461-art",https://www.crunchbase.com/organization/crowdfense,,
417,Individual,Paolo Stagno ,,,Crowdfense,None,2023,2023,Unchanged,,,,Crowdfense Limited,CEO ,"https://www.intelligenceonline.com/surveillance--interception/2024/01/30/shake-up-of-market-for-zero-day-vulnerabilities,110153740-art#",https://techcrunch.com/2024/04/06/price-of-zero-day-exploits-rises-as-companies-harden-products-against-hackers/,https://clarifiedby.diligenciagroup.com/company/summary/9230653-crowdfense-limited/,,
418,Supplier,Azimuth Security ,Australia,East Asia and Pacific,Azimuth,None,2008,2020,Unchanged,,,,Azimuth Security ,Azimuth is a “boutique hacking shop that specialises in developing zero-day exploits” and supposedly sells them to a number of government agencies globally ,https://www.smh.com.au/technology/the-artisanal-genius-of-creating-iphone-breaking-hacks-20210416-p57jup.html,https://opencorporates.com/companies/gb/09068202,,149.129,-35.282
419,Partner,Linchpin Labs,Canada,North America,Azimuth,None,2018,2018,Unchanged,,,,Azimuth Security ,Purchased alongside Azimuth Security by L3 Technologies/L3Harris and now operate under the name Trenchant,"https://www.intelligenceonline.com/surveillance--interception/2019/06/11/hackers-switch-up-tactics-to-keep-on-top-of-the-latest-iphone-protections,108360865-art",,,-75.6919,45.4215
420,Supplier,Trenchant Group (Australia),Australia,East Asia and Pacific,Azimuth,None,2019,2023,Unchanged,,,,Azimuth Security ,Umbrella brand for Azimuth in AU ,https://connectonline.asic.gov.au/RegistrySearch/faces/landing/panelSearch.jspx?searchText=141714061&searchType=OrgAndBusNm&_adf.ctrl-state=vrg8ok9qj_15,,,149.129,-35.282
421,Supplier,Trenchant Group (United States),United States,North America,Azimuth,None,2019,2023,Unchanged,,,,Azimuth Security ,US arm of Trenchant company ,https://opencorporates.com/companies/au/141714061 ,,,-77.032,38.8895
422,Supplier,Trenchant Group (United Kingdom),United Kingdom,Europe and Eurasia,Azimuth,None,2019,2023,Unchanged,,,,Azimuth Security ,US arm of Trenchant company ,https://opencorporates.com/companies/au/141714061 ,,,-0.126236,51.5002
423,Supplier,L3Harris Trenchant LTD,United Kingdom,Europe and Eurasia,Azimuth,None,2020,2023,Unchanged,,,,Azimuth Security ,,https://opencorporates.com/companies/gb/09068202,https://www.northdata.com/L3Harris+Trenchant,,-0.126236,51.5002
424,Supplier,L3Harris Trenchant Canada Inc.,Canada,North America,Azimuth,None,2018,2023,Unchanged,,,,Azimuth Security ,Formerly Linchpin Labs,https://opencorporates.com/companies/ca/7056401,https://ised-isde.canada.ca/cc/lgcy/fdrlCrpDtls.html?corpId=7056401,,-75.6919,45.4215
425,Supplier,L3Harris Azimuth Security PTY,Australia,East Asia and Pacific,Azimuth,None,2020,2023,Unchanged,,,,Azimuth Security ,Name change from Azimuth to L3Harris Azimuth Security PTY,https://connectonline.asic.gov.au/RegistrySearch/faces/landing/panelSearch.jspx?searchText=141714061&searchType=OrgAndBusNm&_adf.ctrl-state=vrg8ok9qj_15,,,149.129,-35.282
